x,y
1549.96,0.7
1550.02,0.7
1550.08,0.7
1550.14,0.7
1550.2,0.7
1550.27,0.7
1550.33,0.7
1550.39,0.7
1550.45,0.7
1550.51,0.7
1550.57,0.7
1550.63,0.7
1550.69,0.7
1550.75,0.7
1550.81,0.7
1550.87,0.7
1550.93,0.7
1550.99,0.7
1551.05,0.7
1551.11,0.7
1551.17,0.7
1551.23,0.7
1551.29,0.7
1551.36,0.7
1551.42,0.7
1551.48,0.7
1551.54,0.7
1551.6,0.7
1551.66,0.7
1551.72,0.7
1551.78,0.7
1551.84,0.7
1551.9,0.7
1551.96,0.7
1552.02,0.7
1552.08,0.7
1552.14,0.7
1552.2,0.7
1552.26,0.7
1552.32,0.7
1552.38,0.7
1552.45,0.7
1552.51,0.7
1552.57,0.7
1552.63,0.7
1552.69,0.7
1552.75,0.7
1552.81,0.7
1552.87,0.7
1552.93,0.7
1552.99,0.7
1553.05,0.7
1553.11,0.7
1553.17,0.7
1553.23,0.7
1553.29,0.7
1553.35,0.7
1553.41,0.7
1553.47,0.7
1553.54,0.7
1553.6,0.7
1553.66,0.7
1553.72,0.7
1553.78,0.7
1553.84,0.7
1553.9,0.7
1553.96,0.7
1554.02,0.7
1554.08,0.7
1554.14,0.7
1554.2,0.7
1554.26,0.7
1554.32,0.7
1554.38,0.7
1554.44,0.7
1554.5,0.7
1554.56,0.7
1554.63,0.7
1554.69,0.7
1554.75,0.7
1554.81,0.7
1554.87,0.7
1554.93,0.7
1554.99,0.7
1555.05,0.7
1555.11,0.7
1555.17,0.7
1555.23,0.7
1555.29,0.7
1555.35,0.7
1555.41,0.7
1555.47,0.7
1555.53,0.7
1555.59,0.7
1555.65,0.7
1555.71,0.7
1555.78,0.7
1555.84,0.7
1555.9,0.7
1555.96,0.7
1556.02,0.7
1556.08,0.7
1556.14,0.7
1556.2,0.7
1556.26,0.7
1556.32,0.7
1556.38,0.7
1556.44,0.7
1556.5,0.7
1556.56,0.7
1556.62,0.7
1556.68,0.7
1556.74,0.7
1556.8,0.7
1556.87,0.7
1556.93,0.7
1556.99,0.7
1557.05,0.7
1557.11,0.7
1557.17,0.7
1557.23,0.7
1557.29,0.7
1557.35,0.7
1557.41,0.7
1557.47,0.7
1557.53,0.7
1557.59,0.7
1557.65,0.7
1557.71,0.7
1557.77,0.7
1557.83,0.7
1557.89,0.7
1557.96,0.7
1558.02,0.7
1558.08,0.7
1558.14,0.7
1558.2,0.7
1558.26,0.7
1558.32,0.7
1558.38,0.7
1558.44,0.7
1558.5,0.7
1558.56,0.7
1558.62,0.7
1558.68,0.7
1558.74,0.7
1558.8,0.7
1558.86,0.7
1558.92,0.7
1558.98,0.7
1559.05,0.7
1559.11,0.7
1559.17,0.7
1559.23,0.7
1559.29,0.7
1559.35,0.7
1559.41,0.7
1559.47,0.7
1559.53,0.7
1559.59,0.7
1559.65,0.7
1559.71,0.7
1559.77,0.7
1559.83,0.7
1559.89,0.7
1559.95,0.7
1560.01,0.7
1560.07,0.7
1560.14,0.7
1560.2,0.7
1560.26,0.7
1560.32,0.7
1560.38,0.7
1560.44,0.7
1560.5,0.7
1560.56,0.7
1560.62,0.7
1560.68,0.7
1560.74,0.7
1560.8,0.7
1560.86,0.7
1560.92,0.7
1560.98,0.7
1561.04,0.7
1561.1,0.7
1561.16,0.7
1561.23,0.7
1561.29,0.7
1561.35,0.7
1561.41,0.7
1561.47,0.7
1561.53,0.7
1561.59,0.7
1561.65,0.7
1561.71,0.7
1561.77,0.7
1561.83,0.7
1561.89,0.7
1561.95,0.7
1562.01,0.7
1562.07,0.7
1562.13,0.7
1562.19,0.7
1562.25,0.7
1562.32,0.7
1562.38,0.7
1562.44,0.7
1562.5,0.7
1562.56,0.7
1562.62,0.7
1562.68,0.7
1562.74,0.7
1562.8,0.7
1562.86,0.7
1562.92,0.7
1562.98,0.7
1563.04,0.7
1563.1,0.7
1563.16,0.7
1563.22,0.7
1563.28,0.7
1563.34,0.7
1563.41,0.7
1563.47,0.7
1563.53,0.7
1563.59,0.7
1563.65,0.7
1563.71,0.7
1563.77,0.7
1563.83,0.7
1563.89,0.7
1563.95,0.7
1564.01,0.7
1564.07,0.7
1564.13,0.7
1564.19,0.7
1564.25,0.7
1564.31,0.7
1564.37,0.7
1564.43,0.7
1564.5,0.7
1564.56,0.7
1564.62,0.7
1564.68,0.7
1564.74,0.7
1564.8,0.7
1564.86,0.7
1564.92,0.7
1564.98,0.7
1565.04,0.7
1565.1,0.7
1565.16,0.7
1565.22,0.7
1565.28,0.7
1565.34,0.7
1565.4,0.7
1565.46,0.7
1565.52,0.7
1565.59,0.7
1565.65,0.7
1565.71,0.7
1565.77,0.7
1565.83,0.7
1565.89,0.7
1565.95,0.7
1566.01,0.7
1566.07,0.7
1566.13,0.7
1566.19,0.7
1566.25,0.7
1566.31,0.7
1566.37,0.7
1566.43,0.7
1566.49,0.7
1566.55,0.7
1566.61,0.7
1566.68,0.7
1566.74,0.7
1566.8,0.7
1566.86,0.7
1566.92,0.7
1566.98,0.7
1567.04,0.7
1567.1,0.7
1567.16,0.7
1567.22,0.7
1567.28,0.7
1567.34,0.7
1567.4,0.7
1567.46,0.7
1567.52,0.7
1567.58,0.7
1567.64,0.7
1567.7,0.7
1567.77,0.7
1567.83,0.7
1567.89,0.7
1567.95,0.7
1568.01,0.7
1568.07,0.7
1568.13,0.7
1568.19,0.7
1568.25,0.7
1568.31,0.7
1568.37,0.7
1568.43,0.7
1568.49,0.7
1568.55,0.7
1568.61,0.7
1568.67,0.7
1568.73,0.7
1568.79,0.7
1568.86,0.7
1568.92,0.7
1568.98,0.7
1569.04,0.7
1569.1,0.7
1569.16,0.7
1569.22,0.7
1569.28,0.7
1569.34,0.7
1569.4,0.7
1569.46,0.7
1569.52,0.7
1569.58,0.7
1569.64,0.7
1569.7,0.7
1569.76,0.7
1569.82,0.7
1569.88,0.7
1569.95,0.7
1570.01,0.7
1570.07,0.7
1570.13,0.7
1570.19,0.7
1570.25,0.7
1570.31,0.7
1570.37,0.7
1570.43,0.7
1570.49,0.7
1570.55,0.7
1570.61,0.7
1570.67,0.7
1570.73,0.7
1570.79,0.7
1570.85,0.7
1570.91,0.7
1570.97,0.7
1571.04,0.7
1571.1,0.7
1571.16,0.7
1571.22,0.7
1571.28,0.7
1571.34,0.7
1571.4,0.7
1571.46,0.7
1571.52,0.7
1571.58,0.7
1571.64,0.7
1571.7,0.7
1571.76,0.7
1571.82,0.7
1571.88,0.7
1571.94,0.7
1572,0.7
1572.06,0.7
1572.13,0.7
1572.19,0.7
1572.25,0.7
1572.31,0.7
